pdv;premise;categoria_pdv;zipcode
7571804529010361030;On Premise;Restaurant;81147
4490947118400095338;On Premise;Barbeque;30124
4980489821559837422;On Premise;Restaurant;30517
5110061988048653691;On Premise;Restaurant;80424
6119164233466696766;On Premise;Bar;80906
450395032242884739;On Premise;Restaurant;30188
5189062720823673851;Off Premise;Drug;30102
665850930334985746;On Premise;Mexican Rest;80030
7265654953746248683;On Premise;Billiard/Bowling;80110
3053563100541102166;On Premise;Restaurant;81008
4453397589986847918;Off Premise;Convenience;30165
7738490795915446063;Off Premise;Convenience;30518
6292147594276425784;Off Premise;Package/Liquor;80203
8456304330545520237;Off Premise;Convenience;80260
4834000675417490498;Off Premise;Convenience;30161
5511123577895183342;On Premise;Restaurant;80023
1256061477088755449;On Premise;Mexican Rest;80234
2814388717029159664;On Premise;Mexican Rest;81007
383430756091638137;On Premise;Stadium/Concession;80206
5162837580035602622;Off Premise;Convenience;80524
4677791677549593907;On Premise;Hotel/Motel;80526
4239815194508432636;Off Premise;Convenience;80734
1397708286292975364;Off Premise;Grocery;30014
6300120269687994755;Off Premise;Convenience;80013
8460270183780621211;Off Premise;Convenience;31401
6146185231181238687;Off Premise;Package/Liquor;30318
1662535620650639863;Off Premise;Package/Liquor;31322
6232255522377803512;Off Premise;Convenience;30739
684793723389996520;Off Premise;Convenience;30742
2450663871112691390;Off Premise;Convenience;30721
852512198339167604;On Premise;Bar;80227
6611728905046764389;Off Premise;Convenience;80501
3149404500704696584;Off Premise;Club Store;80027
3826744404250774642;Off Premise;Convenience;80917
3748622957051248291;On Premise;Restaurant;80909
4230914046634544862;On Premise;Restaurant;80903
1896421362556417879;Off Premise;Grocery;30519
1951728945216304942;Off Premise;Package/Liquor;80525
3969207938337666962;Off Premise;Grocery;81101
9004992303847318961;On Premise;Bar;30038
9040999458546529500;Off Premise;Convenience;30189
2657659865007458694;Off Premise;Drug;30736
5277973630856851432;On Premise;Bar;80229
8439779799072157677;On Premise;Restaurant;81301
4157869912160468350;On Premise;Restaurant;81657
4989698324498589508;Off Premise;Convenience;30120
6453221549446172241;Off Premise;Convenience;30701
607728896387503552;Off Premise;Package/Liquor;80401
1347828567106416666;On Premise;Bar;80907
7158499534338415440;Off Premise;Package/Liquor;80422
6159584569827279840;On Premise;Restaurant;80501
2484194816193344143;On Premise;Restaurant;80012
6575443976863769262;On Premise;Restaurant;81657
5478284015318789917;On Premise;Restaurant;80909
8285411605519348206;On Premise;Hotel/Motel;81506
3641885323692002162;On Premise;Bar;31794
3190399333428688219;On Premise;Mexican Rest;30161
4155484091038960990;On Premise;Bar;80233
8662934454863588399;On Premise;Restaurant;30060
1281418376466182765;On Premise;Restaurant;80112
1037093240482805283;Off Premise;Package/Liquor;80534
776101270741672583;Off Premise;Package/Liquor;80840
8170073040636698084;Off Premise;Club Store;80537
2994531154248574423;Off Premise;Convenience;80526
6330867882541071944;Off Premise;Convenience;30125
7172488540658669897;On Premise;German;30083
4783470673112866386;Off Premise;Package/Liquor;31088
5445698329948311326;Off Premise;Convenience;30701
32044333650502416;On Premise;Church;80498
6123613282059781259;Off Premise;Convenience;30093
3527650487512059526;On Premise;Billiard/Bowling;80909
6942407103850961485;On Premise;Sports/Rec Club;30180
7963669947695995171;Off Premise;Convenience;30045
4165788740038794937;On Premise;Restaurant;80222
2868838342133140972;Off Premise;Grocery;80219
1163238100109527246;On Premise;Other On Premise;80487
921306556523738185;Off Premise;Convenience;30245
4835365700454351389;On Premise;Bar;81201
6145012566494127194;On Premise;Other On Premise;81657
6592120962395427441;Off Premise;Grocery;30093
5127256962392103320;On Premise;Bar;80433
7014928688760164407;Off Premise;Super Center;30269
3749388889106066965;On Premise;Bar;80758
9192050792254133462;Off Premise;Package/Liquor;80127
5774780077358125926;Off Premise;Package/Liquor;31520
7556675394375654971;On Premise;Mexican Rest;80516
3161557916946211000;On Premise;Restaurant;80503
4616176974477742645;Off Premise;Convenience;81050
5455391914335380554;Off Premise;Package/Liquor;81623
8343665559185623753;Off Premise;Grocery;30701
3701086741236550822;On Premise;Hotel/Motel;80249
8909297247951706723;On Premise;Restaurant;80487
452914188268760008;Off Premise;Convenience;30092
1586877023597159652;On Premise;Sports/Rec Club;80403
2060496594390990267;On Premise;Special Event;80807
4717666245090342649;Off Premise;Drug;30752
1630243006839068758;Off Premise;Package/Liquor;30005
7497844971174367049;On Premise;Restaurant;81611
3575037179188872410;Off Premise;Package/Liquor;80524
6661487920677831227;Off Premise;Package/Liquor;80524
4456204071974913191;On Premise;Restaurant;80111
6451333607488378667;On Premise;Sports/Rec Club;80817
1511961666503558268;On Premise;Bar;80202
6010938186052054127;On Premise;Hotel/Motel;80328
7048735994900103113;On Premise;Restaurant;81649
663175997374483605;Off Premise;Convenience;30045
7048491042919068521;Off Premise;Grocery;80012
2875485314823179092;Off Premise;Grocery;30071
4678974810454024616;Off Premise;Package/Liquor;80221
1053701245418082101;On Premise;Bar;80211
7686276683159886915;On Premise;Irish;80524
2750842266521997106;Off Premise;Convenience;30021
3752272714021075504;Off Premise;Convenience;30329
4986609539409205294;On Premise;Restaurant;80424
460806454001556331;On Premise;Restaurant;30316
6640412231808846540;Off Premise;Package/Liquor;81615
9004384924338842785;On Premise;Restaurant;81147
2857772941009197984;On Premise;Restaurant;80210
3822998951046077739;On Premise;Service Org;80233
6651960207779009359;On Premise;Restaurant;80631
1721598856961406706;Off Premise;Package/Liquor;80302
4521973704454050208;Off Premise;Military;80913
1658950064807702915;Off Premise;Package/Liquor;30350
3991583752644834820;On Premise;Mexican Rest;80921
1731474970602005666;Off Premise;Package/Liquor;30213
4811112659690197953;Off Premise;Convenience;80234
5369331512836752703;On Premise;Restaurant;80023
4016170503077689308;On Premise;Restaurant;80218
6237772439647364311;On Premise;Service Org;80504
5931608072569468503;On Premise;Adult Entertainment;30329
5403994491870192449;On Premise;Restaurant;80238
3746833148569869691;On Premise;Barbeque;30161
7497486165200793572;Off Premise;Convenience;80601
2117003169869466431;On Premise;Sports/Rec Club;80134
7612244650266891682;Off Premise;Package/Liquor;80524
6431219206163817506;Off Premise;Package/Liquor;80202
2205528991569659030;On Premise;Bar;80206
1565301436468952937;On Premise;Hotel/Motel;31201
3571047631666077781;On Premise;Gym/Fitness;30161
2266994868387372119;On Premise;Bar;80202
8604054058276124069;On Premise;Mexican Rest;30317
3177740090558356524;On Premise;Restaurant;81657
3665030611467375675;On Premise;Restaurant;80012
2560878947208959905;On Premise;Night Club;80231
7627322320273568204;Off Premise;Convenience;80121
7977069098845717141;Off Premise;Package/Liquor;80921
4682519145822883802;On Premise;Bar;81082
7827116059914314646;Off Premise;Club Store;80002
8864581154153242365;Off Premise;Convenience;80910
8336152766977490008;Off Premise;Package/Liquor;80550
1398041937564547530;Off Premise;Convenience;81001
7526649037248205004;Off Premise;Convenience;30078
5094463279981875651;On Premise;Hotel/Motel;80027
3843578770121642224;Off Premise;Convenience;30032
2705329032294752800;Off Premise;Package/Liquor;31522
4789759728554574810;On Premise;Pizza;80525
1320993462088964047;Off Premise;Package/Liquor;80654
2281721112885894558;On Premise;Mexican Rest;80525
2406675511719958623;Off Premise;Convenience;30189
618208555752846683;Off Premise;Package/Liquor;31904
9202895857079429669;Off Premise;Grocery;80209
7108021192681199455;Off Premise;Package/Liquor;31901
5611106428685360491;Off Premise;Package/Liquor;80013
685988813087388285;Off Premise;Convenience;80534
4081037407181998463;On Premise;Barbeque;30115
1591081777478283041;On Premise;Night Club;80203
4241887650657626381;On Premise;Theatre;80030
7754513073585411161;On Premise;Other On Premise;80212
5393753090146003266;Off Premise;Convenience;30033
3874149174064728712;On Premise;Italian;80401
2090180642184840157;On Premise;Bar;80021
2382522056945086845;Off Premise;Grocery;30096
1586917767192845408;On Premise;Mexican Rest;30345
6753766487922382019;Off Premise;Convenience;30701
6434557634881694907;On Premise;Bar;80302
2016567743576037740;On Premise;Restaurant;80443
7480110181478994888;Off Premise;Drug;30092
4936946853619736871;On Premise;Hotel/Motel;80031
4517181680821980875;On Premise;Sports/Rec Club;80461
3026849416815997700;On Premise;Restaurant;80301
4966908997372631659;On Premise;Restaurant;80501
5744415101119137460;Off Premise;Package/Liquor;80705
6312639185557329770;On Premise;Bar;30052
5149753409427628594;On Premise;Asian;80226
2243579955264871728;On Premise;Hotel/Motel;80202
5849321985025071534;Off Premise;Convenience;80132
1199504992100233717;Off Premise;Package/Liquor;80207
4352868704320926304;Off Premise;Convenience;30093
5075582133876471090;Off Premise;Convenience;80403
9066714638515312761;On Premise;Restaurant;80302
4497799732777711677;Off Premise;Package/Liquor;80906
6294374765563635536;On Premise;Restaurant;81230
9024836898812533772;On Premise;Bar;81501
2938133918797402697;On Premise;Hotel/Motel;30092
5265257782683733920;Off Premise;Package/Liquor;80249
6634433860630568599;On Premise;Sample Room;80132
1431207974656816429;Off Premise;Convenience;30341
3683567242886238331;On Premise;Mexican Rest;30721
5407784476519300501;On Premise;Bar;81526
8672516052886911634;On Premise;Restaurant;80487
7761681292339668568;Off Premise;Convenience;30013
8475667625973238850;Off Premise;Package/Liquor;80030
1519848408114736586;On Premise;Hotel/Motel;81089
4543731654358484385;On Premise;Other On Premise;81503
2411861496046206712;Off Premise;Grocery;80012
7463645977758885591;On Premise;Adult Entertainment;80030
8249023998274417742;Off Premise;Convenience;30747
1662905682261347089;On Premise;Restaurant;30019
1656088724414694077;On Premise;Restaurant;80016
3059573793954934439;On Premise;Church;80221
5963684961610309996;On Premise;Mexican Rest;80020
5262892067085056292;Off Premise;Package/Liquor;30204
1093342585727794236;Off Premise;Drug;30519
3379717019991747722;On Premise;Pizza;80033
1215803727580173376;On Premise;Bar;81137
3080680993527732811;On Premise;Restaurant;80031
1371758897673557811;Off Premise;Grocery;80729
6314481075971207634;Off Premise;Convenience;80498
7750155166695070525;On Premise;Pizza;30087
1948837721332097755;Off Premise;Grocery;30043
2199345818979349291;Off Premise;Convenience;80221
4283108168370307459;Off Premise;Package/Liquor;80003
8937564214359112009;On Premise;Restaurant;80021
6861866583022789522;On Premise;Hotel/Motel;81435
3319297764144843652;On Premise;Bar;81621
707479020090162130;On Premise;Pizza;30052
3624084969454016231;Off Premise;Package/Liquor;80211
7644989370378755369;On Premise;Other On Premise;80487
5036753545703913032;Off Premise;Package/Liquor;81620
4759414698641051188;On Premise;Bar;30308
7156944220831896187;Off Premise;Package/Liquor;80219
2144691797884108468;On Premise;Service Org;81501
4004282328617298063;Off Premise;Convenience;30093
1257255347439502883;Off Premise;Convenience;30720
7151460912317058552;On Premise;Bar;80205
2691627049178489542;On Premise;Restaurant;30303
3554569724102735339;Off Premise;Convenience;80011
2697306123217976798;Off Premise;Package/Liquor;80231
8626995236645352739;Off Premise;Other Off Premise;80827
6411962660003407518;Off Premise;Package/Liquor;80033
2601740111819373266;Off Premise;Package/Liquor;81007
5549122230972357189;On Premise;Restaurant;80203
2181299588799706978;On Premise;Restaurant;81632
8541429821175591173;On Premise;Bar;80233
4554155174601328742;On Premise;Service Org;80401
1626804151914655432;Off Premise;Package/Liquor;80021
6830119977659041692;On Premise;Restaurant;80487
736370762515904986;Off Premise;Convenience;30120
5958928344041526227;Off Premise;Package/Liquor;81326
1357978755841254985;Off Premise;Package/Liquor;31410
2610981734473485583;Off Premise;Package/Liquor;81089
3257056792242661445;On Premise;Bar;80918
8190714608290323928;On Premise;Music Venue;30096
2253600993147870271;On Premise;Restaurant;30909
3319189910480016801;On Premise;Bar;81635
4376895979774265379;Off Premise;Convenience;80903
890501235724237836;Off Premise;Package/Liquor;80907
2332542646562297780;Off Premise;Package/Liquor;81132
6193644476944800229;Off Premise;Convenience;30338
4523881197240192461;On Premise;Bar;80516
199752024806356018;On Premise;Mexican Rest;30308
5192495943536939753;Off Premise;Convenience;30120
5900965889078127478;Off Premise;Convenience;80219
7874865845717677155;On Premise;Mexican Rest;80123
3736934337931157;On Premise;Night Club;80203
6427347805590203719;Off Premise;Package/Liquor;80916
8691476287015878235;On Premise;Restaurant;80923
6948903913317141491;On Premise;Bar;30328
3769490068030792143;Off Premise;Convenience;80482
9207043178192056728;On Premise;Restaurant;80129
6735931644542213949;On Premise;Restaurant;81001
6656301785560595065;On Premise;Restaurant;80401
8750975512687771079;Off Premise;Package/Liquor;80615
3147833047946232972;On Premise;Restaurant;80907
803028802257617960;Off Premise;Package/Liquor;80214
5902060284228977087;On Premise;Bar;81648
5072640039193803450;On Premise;Italian;80241
6719573954791686585;On Premise;Restaurant;30043
7001170077098213546;On Premise;Restaurant;81211
9018281227219795833;Off Premise;Package/Liquor;31721
1101495564786917374;On Premise;Restaurant;80016
6259224509367712699;On Premise;Restaurant;80631
